trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
313,False,"{'a': 0.5, 'e': 0.34298829262710456}",20,0,-66.03327634041051,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.33932226874607413}",25,0,-7.8607879227928015,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.3356510837798778}",20,1,13.399136019570507,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.3319747935671681}",25,14,-9.724316238227146,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.32829345402424825}",25,1,-58.607839936329405,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.32460712114422174}",20,0,-10.107605519625261,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.3209158509961406}",30,13,-38.04510725240286,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,9,30.32511536425246,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.3135187235466475}",30,0,-1.2209588741232875,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.3098129787554014}",30,15,-8.220445830461163,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.30610252171472124}",20,9,-23.17212790804375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.30238740886058724}",25,12,-32.668499543340744,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.2986676966997939}",25,19,10.349500527226112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.29494344180909166}",20,7,10.577225229306274,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.2912147008343256}",25,9,-16.24945126663981,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.28748153048957414}",20,0,-9.074769869701614,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.28374398755628616}",25,17,3.3787252563363093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.2800021288824176}",20,11,15.112594376330156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.27625601138156686}",20,5,-12.196525883125227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.27250569203210884}",25,8,4.295783170672769,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.2687512278763286}",30,18,22.65713493776784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.26499267601955345}",20,0,-25.609516959969426,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.2612300936292848}",20,11,-48.48090013221388,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.2574635379343282}",20,0,-9.863269008317454,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.2536930662239232}",25,9,29.19603378675383,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.24991873584687174}",20,5,27.372712352640182,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.2461406042106664}",25,7,22.01691528084975,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.24235872878061607}",20,3,18.351614072867267,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.23857316707897333}",30,12,9.478821166177088,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.23478397668405868}",30,10,-11.898482649478307,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.5, 'e': 0.230991215229385}",20,0,-61.53559730445159,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
344,False,"{'a': 0.5, 'e': 0.22719494040278088}",25,4,-9.448522979387416,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.22339520994551326}",20,8,21.868047816677027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.21959208165140912}",20,0,-21.307696009222617,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.2157856133659765}",20,7,-29.132791425710604,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.21197586298552465}",25,10,12.335853816408159,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.2081628884562834}",25,3,-121.39581050754686,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 3}",1
350,False,"{'a': 0.5, 'e': 0.20434674777352183}",25,3,12.094044854886798,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.20052749898066613}",30,23,14.259884285253872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.19670520016841686}",20,9,20.774522411079264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.19287990947386527}",35,21,23.397631611189386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.18905168507960923}",25,16,15.61080438747453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1852205852128676}",25,14,16.804988047155536,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.18138666814459567}",30,15,5.683655060123236,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.17754999218859815}",25,10,29.12743921953017,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
