trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
129,False,"{'a': 0.5, 'e': 0.8760921283202933}",20,0,-67.18837878942965,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.8742051098422644}",25,0,-146.34224552118883,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
131,False,"{'a': 0.5, 'e': 0.8723047947213685}",20,11,-70.02106295515482,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.8703912118613616}",20,5,-14.478979355338959,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.8684643903678023}",25,0,-178.30181651953353,"{0: 15, 1: 0, 2: 4, 3: 4, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.8665243595476083}",30,13,-69.90676293238583,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.8645711489086111}",20,0,-41.90189048360167,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.8626047881591067}",20,12,-16.20019887651298,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.8606253072074044}",25,0,-176.68671452531265,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.8586327361613709}",25,0,-188.69895270395907,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
139,False,"{'a': 0.5, 'e': 0.8566271053279739}",20,0,-74.64718772597419,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.8546084452128195}",20,0,-34.79777312320392,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.8525767865196892}",20,0,-130.99416046077243,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
142,False,"{'a': 0.5, 'e': 0.8505321601500723}",25,0,-91.26263842479452,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.8484745972026967}",20,0,-14.668953604962885,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.8464041289730551}",25,0,-148.5398173403168,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.8443207869529293}",25,0,-173.5935232612256,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
146,False,"{'a': 0.5, 'e': 0.8422246028299114}",25,0,-100.30238677250061,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.8401156084869215}",20,0,-86.78814563234461,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.8379938360017226}",20,0,-144.68663480036435,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.8358593176464337}",20,0,-90.30599884782718,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.8337120858870376}",20,0,-169.12478071191993,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.831552173382888}",20,0,-57.176318565042294,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.8293796129862124}",20,6,-42.481109280058284,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.8271944377416127}",30,0,-92.19879279455418,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.8249966808855622}",30,23,12.35877993168493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.8227863758459002}",25,0,-74.48413530572525,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.8205635562413238}",20,0,-46.311186881867854,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.8183282558808763}",20,0,-103.25341475222972,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.8160805087634332}",20,11,-1.7476252776408088,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.8138203490771848}",30,0,-27.54306090389654,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.8115478111991162}",25,0,-102.99218899812865,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.8092629296944849}",20,0,-82.07405930998586,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.8069657393162945}",25,0,-84.9113146594033,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.8046562750047661}",20,0,-31.847735650497537,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.8023345718868078}",25,2,-138.5588152420619,"{0: 13, 1: 1, 2: 5, 3: 3, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.8000006652754789}",30,0,-191.60344750209782,"{0: 17, 1: 1, 2: 7, 3: 3, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.7976545906694541}",20,0,-146.62509864439028,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
167,False,"{'a': 0.5, 'e': 0.795296383752483}",20,0,-79.19250213429066,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.7929260803928473}",20,0,-88.5827940652443,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.7905437166428153}",25,0,-44.51431220201399,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.788149328738094}",25,3,-84.0179676422537,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.7857429530972768}",20,0,-87.19165143700603,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.7833246263212912}",20,0,-20.070788137655214,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.7808943851928406}",20,0,-94.64049668923118,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.7784522666758459}",20,9,-16.291888208728125,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.7759983079148826}",30,17,-17.89382495063798,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.7735325462346161}",25,9,-116.61611632803904,"{0: 7, 1: 1, 2: 6, 3: 1, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.771055019139234}",20,0,-75.91374580168038,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.7685657643118758}",25,10,-42.60054109337279,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.7660648196140593}",20,0,-93.78059909951567,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.7635522230851052}",20,0,-78.82431123883659,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.7610280129415581}",25,0,-38.70204278639408,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.7584922275766058}",25,0,-184.3128590988505,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
183,False,"{'a': 0.5, 'e': 0.7559449055594949}",20,0,-118.74410390272939,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.753386085634944}",20,0,-3.8010231430497097,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.750815806722555}",25,0,-60.32049600383316,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.7482341079162202}",25,0,-113.69487749255758,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.7456410284835292}",20,12,-39.769713038527065,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.7430366078651698}",20,0,-30.798094307499703,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.7404208856743295}",20,0,-53.71588126121443,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.7377939016960925}",20,0,-61.711802198751855,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.7351556958868344}",25,13,-12.388650929512767,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.7325063083736146}",30,11,-51.77670774807839,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.7298457794535662}",20,1,-61.41091899100181,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.7271741495932827}",20,5,-29.337957384023333,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.724491459428203}",25,0,-121.28021902559934,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.7217977497619925}",20,12,-39.694663709668916,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.7190930615659235}",30,16,5.321618990843517,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.7163774359782511}",25,0,-82.7662169620744,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.7136509143035884}",25,18,13.52436325745914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.7109135380122774}",20,0,-87.7071663635137,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.7081653487397587}",20,0,-138.8219369164146,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.705406388285938}",20,0,-18.925725023457755,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.7026366986145509}",25,0,-101.39901130625415,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.6998563218525237}",30,0,-129.34187329715363,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.6970653002893334}",20,5,-56.84438206757595,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.6942636763763642}",30,0,-104.21465191637147,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.6914514927262618}",30,0,-38.44384284499179,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.6886287921122854}",25,12,-35.84111674621403,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.6857956174676567}",20,0,-197.365823013197,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
210,False,"{'a': 0.5, 'e': 0.6829520118849076}",30,13,-33.070849788348674,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.6800980186152241}",25,0,-151.49509521522728,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
212,False,"{'a': 0.5, 'e': 0.6772336810677889}",25,0,-100.42727310258618,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.6743590428091207}",20,0,-0.8449592912014499,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.6714741475624122}",30,16,-12.418330703601706,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.6685790392068645}",30,0,-125.09895171055734,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.6656737617770196}",20,0,-45.82498518087476,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.6627583594620915}",30,0,-41.630067771164384,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.659832876605293}",25,0,-45.74725577227955,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.656897357703162}",25,0,-114.41470480907343,"{0: 14, 1: 1, 2: 7, 3: 3, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.6539518474048844}",25,0,-54.88985373979618,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.6509963905116153}",30,0,-215.3911142018505,"{0: 14, 1: 4, 2: 7, 3: 3, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.6480310319757967}",25,5,-112.65114426280078,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
223,False,"{'a': 0.5, 'e': 0.645055816900475}",30,0,-75.14640080776131,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.642070790538614}",25,1,-65.61449838896273,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.6390759982924072}",20,0,-91.84400320317174,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.6360714857125869}",20,3,-4.254123669818782,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.6330572984977315}",20,0,-119.34917740467264,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.6300334824935705}",25,0,-34.18403038117546,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.6270000836922869}",25,0,-29.64937619120167,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.6239571482318182}",30,0,-84.98058350718331,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.6209047223951538}",30,9,-2.3955318766689073,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.6178428526096321}",25,8,-62.32240211665248,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.6147715854462333}",30,0,-90.9256934342682,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.6116909676188719}",30,0,-62.21252005731421,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.6086010459836856}",20,0,-12.638251553540902,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.6055018675383228}",30,0,-37.20685386390144,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.6023934794212281}",20,8,-27.99524682341994,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.5992759289109248}",25,11,-12.364917157261074,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.596149263425296}",25,0,-100.87068596353556,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
240,False,"{'a': 0.5, 'e': 0.5930135305208634}",30,0,-84.63467717263546,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.589868777892064}",25,12,-94.53303293549101,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 2}",1
242,False,"{'a': 0.5, 'e': 0.5867150533705249}",30,10,-125.56471453372522,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",1
243,False,"{'a': 0.5, 'e': 0.583552404924335}",25,0,-53.05269546641525,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.5803808806573164}",20,12,5.541816508081608,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.577200528808292}",30,0,-2.6770931395067534,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.574011397750352}",30,0,-24.80738946054712,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.5708135359901184}",20,0,2.1262887117582414,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.5676069921670069}",20,0,-75.58534961244416,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.5643918150524874}",20,0,4.38831191676829,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.5611680535493414}",20,7,-3.9400270861141147,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.5579357566909197}",20,13,-9.142443612236377,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.5546949736403949}",25,0,-45.597065226869894,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.5514457536900149}",25,7,-49.20614304861947,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.5481881462603523}",25,0,6.138574344102282,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.5449222008995535}",30,0,-55.33164643142592,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.5416479672825842}",20,0,-38.99654459691129,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.538365495210475}",30,14,-52.25507847011145,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.5350748346095625}",20,16,7.180597717364945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.5317760355307312}",20,0,-60.42998778584375,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.5284691481486513}",35,0,-111.40106838369637,"{0: 28, 1: 1, 2: 2, 3: 2, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.5251542227610163}",20,1,-35.29062396352499,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.5218313097877775}",25,0,-60.51297605812773,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.5185004597703768}",30,15,14.955344364444182,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.5151617233709793}",20,0,-81.75094615325925,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.5118151513717009}",20,11,1.400908242483346,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.508460794673837}",20,0,-2.6435654280080447,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.5050987042970887}",20,0,-95.71480250123189,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.5017289313787856}",20,0,-86.94345788583846,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.49835152717310893}",30,0,-114.72077061668688,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
270,False,"{'a': 0.5, 'e': 0.4949665430503115}",25,0,-142.52481948270477,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.4915740304959366}",25,11,-37.730893710470326,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.48817404111003476}",20,6,-11.572130819490841,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4847666266063789}",20,0,-107.47850053093855,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.4813518388116781}",30,14,12.64828693197722,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.47792972966478875}",25,0,-14.291493432967282,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.47450035121592504}",20,0,-115.79270482618517,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.4710637556258671}",25,15,8.151735396780332,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.46761999516516756}",20,0,-16.031020968128757,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.4641691222133568}",25,2,-33.62138976772152,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.4607111892581456}",25,7,-45.273775096834825,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.4572462488946276}",25,11,-5.800970307702007,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.4537743538244791}",20,0,-53.99361402460551,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.45029555685515704}",25,11,-5.667273195228222,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.44680991089909633}",20,5,3.1504562364479414,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.44331746897290475}",25,0,-67.16213223892848,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.43981828419655666}",20,0,18.335820611368153,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.436312409792585}",20,0,4.201638136618867,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.432799899085272}",20,13,-1.7048753244411992,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.42928080549983766}",20,0,-102.28793301739042,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
290,False,"{'a': 0.5, 'e': 0.42575518256162764}",20,0,-1.1935519967915698,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.42222308389529883}",25,0,-58.21772473286102,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
292,False,"{'a': 0.5, 'e': 0.41868456322400394}",20,8,-49.40804509933083,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.415139674368574}",20,13,-6.026090035945169,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.4115884712467005}",30,20,3.2187508512431,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.40803100787211405}",25,0,-57.39353949101382,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.4044673383537641}",25,11,21.288145307569184,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.4008975168949954}",20,3,1.732310781980831,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.3973215977927235}",30,18,-109.27340636740699,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 2}",1
299,False,"{'a': 0.5, 'e': 0.393739635436609}",20,5,-30.179925157585416,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.3901516843082303}",30,13,16.8946755873996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.38655779898025483}",25,3,9.812110710917064,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.38295803411560925}",25,6,-40.85502283190648,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.3793524444666476}",20,0,-48.56343470531862,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.3757410848743191}",25,17,10.717763484848646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.37212401026733344}",25,12,-19.122077745222825,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.3685012756613256}",20,16,9.950244250421022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.36487293615801925}",30,12,-13.25518089172678,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.3612390469443882}",25,0,-1.4925406285099683,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.35759966329181747}",20,14,7.908389450793626,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.353954840555262}",30,18,2.7488347093774754,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.35030463417240537}",20,1,-39.61669177888273,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.34664909966281643}",30,8,-9.394202203854698,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
